Date,Close
2024-01-01,102.78853596915768
2024-01-02,90.50021510445333
2024-01-03,95.50058636738238
2024-01-04,94.46421476297645
2024-01-05,104.72942428328025
2024-01-06,103.53398974845823
2024-01-07,107.8435913540969
2024-01-08,91.73877665258833
2024-01-09,98.43843639370542
2024-01-10,90.59594438876141
2024-01-11,94.37275949607206
2024-01-12,100.10710576206725
2024-01-13,90.53071939367727
2024-01-14,93.97675301373297
2024-01-15,102.99768875559046
2024-01-16,100.89882961206433
2024-01-17,94.40881244081393
2024-01-18,101.78531367751818
2024-01-19,106.18860913355653
2024-01-20,90.12997519356122
2024-01-21,106.11638503665615
2024-01-22,103.96278789976454
2024-01-23,96.80501033035983
2024-01-24,93.10958999623563
2024-01-25,109.14426144413562
2024-01-26,96.73189090225253
2024-01-27,91.85491686760295
2024-01-28,91.93432753666929
2024-01-29,106.9498873269492
2024-01-30,102.07452062733782
2024-01-31,106.1425654654876
2024-02-01,104.59463573387636
2024-02-02,100.72456182909401
2024-02-03,109.46231527958741
2024-02-04,97.57068754416707
2024-02-05,101.04081262546454
2024-02-06,106.5880932850599
2024-02-07,102.37039504728492
2024-02-08,107.23413800621555
2024-02-09,101.54704290513524
2024-02-10,104.09143672429848
2024-02-11,90.91648767311324
2024-02-12,94.55796551303094
2024-02-13,95.78775927204214
2024-02-14,91.59583953847255
2024-02-15,94.65581772722061
2024-02-16,92.02002858819458
2024-02-17,95.55947206220185
2024-02-18,102.71368888528801
2024-02-19,97.29664357940169
2024-02-20,97.40361934233765
2024-02-21,94.19014061542975
2024-02-22,95.33955644098226
2024-02-23,108.73309175424988
2024-02-24,102.96070770493188
2024-02-25,102.18262011333977
2024-02-26,93.42277296396193
2024-02-27,104.58253595900699
2024-02-28,93.26804987523857
2024-02-29,97.58910883515296
2024-03-01,109.79046701273191
2024-03-02,102.79999519708186
2024-03-03,101.13899487549293
2024-03-04,103.6922850197975
2024-03-05,106.8570384037962
2024-03-06,105.5199982309249
2024-03-07,94.58096143928209
2024-03-08,90.64200487808075
2024-03-09,96.30906096118164
2024-03-10,95.35481751951406
2024-03-11,94.21965687172653
2024-03-12,108.85819428670109
2024-03-13,107.52735252945338
2024-03-14,96.29355761596956
2024-03-15,103.1087733058976
2024-03-16,97.91263802121328
2024-03-17,108.29095179481087
2024-03-18,99.17703705174797
2024-03-19,95.29760332996105
2024-03-20,94.93255015387967
2024-03-21,101.22736268326301
2024-03-22,95.25483217045871
2024-03-23,101.69171980447081
2024-03-24,107.95645767204954
2024-03-25,97.98801010280795
2024-03-26,94.38641518314567
2024-03-27,109.95075212990221
2024-03-28,100.1905258735293
2024-03-29,91.81818824347587
2024-03-30,90.94232750849469
2024-03-31,92.19298260701318
