Date,Return
2024-01-01,0.0055770719383153484
2024-01-02,-0.018999569791093324
2024-01-03,-0.00899882726523523
2024-01-04,-0.01107157047404709
2024-01-05,0.009458848566560495
2024-01-06,0.007067979496916451
2024-01-07,0.015687182708193814
2024-01-08,-0.016522446694823355
2024-01-09,-0.003123127212589182
2024-01-10,-0.018808111222477185
2024-01-11,-0.011254481007855865
2024-01-12,0.0002142115241344951
2024-01-13,-0.018938561212645456
2024-01-14,-0.01204649397253406
2024-01-15,0.005995377511180927
2024-01-16,0.001797659224128667
2024-01-17,-0.011182375118372133
2024-01-18,0.0035706273550363474
2024-01-19,0.012377218267113067
2024-01-20,-0.01974004961287756
2024-01-21,0.012232770073312315
2024-01-22,0.007925575799529076
2024-01-23,-0.006389979339280325
2024-01-24,-0.013780820007528737
2024-01-25,0.018288522888271246
2024-01-26,-0.006536218195494929
2024-01-27,-0.016290166264794084
2024-01-28,-0.01613134492666144
2024-01-29,0.013899774653898394
2024-01-30,0.004149041254675644
2024-01-31,0.012285130930975208
2024-02-01,0.009189271467752714
2024-02-02,0.0014491236581880285
2024-02-03,0.018924630559174826
2024-02-04,-0.0048586249116658615
2024-02-05,0.0020816252509290797
2024-02-06,0.013176186570119795
2024-02-07,0.004740790094569843
2024-02-08,0.01446827601243109
2024-02-09,0.0030940858102704825
2024-02-10,0.008182873448596938
2024-02-11,-0.01816702465377351
2024-02-12,-0.010884068973938127
2024-02-13,-0.008424481455915714
2024-02-14,-0.0168083209230549
2024-02-15,-0.010688364545558793
2024-02-16,-0.015959942823610837
2024-02-17,-0.008881055875596315
2024-02-18,0.005427377770576006
2024-02-19,-0.005406712841196631
2024-02-20,-0.005192761315324694
2024-02-21,-0.011619718769140492
2024-02-22,-0.009320887118035467
2024-02-23,0.017466183508499763
2024-02-24,0.005921415409863743
2024-02-25,0.004365240226679529
2024-02-26,-0.01315445407207612
2024-02-27,0.009165071918013967
2024-02-28,-0.013463900249522865
2024-02-29,-0.004821782329694088
2024-03-01,0.01958093402546381
2024-03-02,0.005599990394163715
2024-03-03,0.002277989750985851
2024-03-04,0.0073845700395949836
2024-03-05,0.013714076807592384
2024-03-06,0.011039996461849794
2024-03-07,-0.010838077121435825
2024-03-08,-0.01871599024383849
2024-03-09,-0.007381878077636723
2024-03-10,-0.009290364960971891
2024-03-11,-0.011560686256546942
2024-03-12,0.017716388573402176
2024-03-13,0.015054705058906753
2024-03-14,-0.007412884768060884
2024-03-15,0.006217546611795202
2024-03-16,-0.0041747239575734285
2024-03-17,0.01658190358962174
2024-03-18,-0.0016459258965040476
2024-03-19,-0.009404793340077901
2024-03-20,-0.010134899692240662
2024-03-21,0.002454725366526033
2024-03-22,-0.00949033565908259
2024-03-23,0.0033834396089416213
2024-03-24,0.01591291534409908
2024-03-25,-0.004023979794384111
2024-03-26,-0.011227169633708668
2024-03-27,0.01990150425980441
2024-03-28,0.00038105174705858197
2024-03-29,-0.016363623513048244
2024-03-30,-0.018115344983010616
2024-03-31,-0.015614034785973634
